community_id,protein_id,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain,gold_supported
1,YOL005C,inner_orbit,0.3511905234251249,0.6470588235294118,0.05532222332083808,0.0,0.0,0.0
1,YOR151C,inner_orbit,0.35516327575068196,0.6470588235294118,0.06326772797195213,0.0,0.0,0.0
1,YPR093C,inner_orbit,0.25227616626782734,0.47058823529411764,0.033964097241537095,0.0,0.0,0.0
1,YPR180W,inner_orbit,0.19781780769002794,0.4117647058823529,-0.01612909050229704,0.0,0.0,0.0
2,YBR049C,outer_orbit,0.060261832360352166,0.16216216216216217,-0.041638497441457846,0.0,0.0,0.0
2,YBR245C,inner_orbit,0.15089670800326255,0.3783783783783784,-0.0765849623718533,0.0,0.0,0.0
2,YBR289W,outer_orbit,0.075912696881138,0.24324324324324326,-0.09141784948096726,0.0,0.0,0.0
2,YCR052W,inner_orbit,0.1559108093922939,0.3783783783783784,-0.0665567595937906,0.0,0.0,0.0
2,YDR073W,inner_orbit,0.15230801258626825,0.2702702702702703,0.03434575490226623,0.0,0.0,0.0
2,YDR224C,outer_orbit,0.12242585782658962,0.1891891891891892,0.05566252646399003,0.0,0.0,0.0
2,YDR303C,inner_orbit,0.3459644435648145,0.5135135135135135,0.1784153736161155,0.0,0.0,0.0
2,YFL049W,outer_orbit,0.08705677771609964,0.24324324324324326,-0.06912968781104398,0.0,0.0,0.0
2,YFR013W,outer_orbit,0.06107856663958856,0.16216216216216217,-0.04000502888298505,0.0,0.0,0.0
2,YFR037C,inner_orbit,0.2533298596257507,0.4594594594594595,0.047200259792041954,0.0,0.0,0.0
2,YGL133W,uncertain_orbit,0.08822182303848008,0.10810810810810811,0.06833553796885206,0.0,0.0,0.0
2,YGR056W,inner_orbit,0.13932302652703527,0.32432432432432434,-0.04567827127025381,0.0,0.0,0.0
2,YGR275W,outer_orbit,0.06080548023654732,0.16216216216216217,-0.040551201689067534,0.0,0.0,0.0
2,YHL025W,inner_orbit,0.15804671023512656,0.2972972972972973,0.018796123172955786,0.0,0.0,0.0
2,YHR056C,outer_orbit,0.07125496250717916,0.1891891891891892,-0.046679264174830884,0.0,0.0,0.0
2,YIL031W,uncertain_orbit,-0.0235198912567504,0.02702702702702703,-0.07406680954052783,0.0,0.0,0.0
2,YIL126W,inner_orbit,0.18841620116065877,0.3783783783783784,-0.0015459760570608685,0.0,0.0,0.0
2,YJL176C,inner_orbit,0.22678229201966432,0.2702702702702703,0.1832943137690584,0.0,0.0,0.0
2,YKR001C,inner_orbit,0.15613932060506644,0.32432432432432434,-0.012045683114191451,0.0,0.0,0.0
2,YKR008W,inner_orbit,0.10559469964030706,0.35135135135135137,-0.14016195207073726,0.0,0.0,0.0
2,YLR033W,inner_orbit,0.16580283839197793,0.35135135135135137,-0.01974567456739549,0.0,0.0,0.0
2,YLR176C,outer_orbit,0.10856190918721757,0.02702702702702703,0.19009679134740812,0.0,0.0,0.0
2,YLR321C,inner_orbit,0.17527607952522142,0.3783783783783784,-0.027826219327935556,0.0,0.0,0.0
2,YLR357W,inner_orbit,0.2094821825444655,0.3783783783783784,0.04058598671055258,0.0,0.0,0.0
2,YML127W,inner_orbit,0.19341953227043843,0.2702702702702703,0.11656879427060657,0.0,0.0,0.0
2,YMR033W,inner_orbit,0.2549565377842157,0.5135135135135135,-0.0036004379450821464,0.0,0.0,0.0
2,YMR072W,outer_orbit,-0.01357916078438294,0.21621621621621623,-0.2433745377849821,0.0,0.0,0.0
2,YMR091C,inner_orbit,0.14448202113252762,0.3783783783783784,-0.08941433611332315,0.0,0.0,0.0
2,YNR023W,outer_orbit,0.16817541615623452,0.21621621621621623,0.12013461609625281,0.0,0.0,0.0
2,YOL006C,outer_orbit,0.08792061539031182,0.05405405405405406,0.1217871767265696,0.0,0.0,0.0
2,YOL067C,uncertain_orbit,-0.015534605038939824,0.05405405405405406,-0.0851232641319337,0.0,0.0,0.0
2,YOL072W,uncertain_orbit,0.04102689954155854,0.02702702702702703,0.05502677205609005,0.0,0.0,0.0
2,YOR290C,outer_orbit,0.04251644746982079,0.24324324324324326,-0.15821034830360167,0.0,0.0,0.0
2,YOR304W,uncertain_orbit,-0.0258797832346416,0.05405405405405406,-0.10581362052333726,0.0,0.0,0.0
